dfba0a8c-1791-ec11-b400-000d3a2911da,"12/16/2025 10:30:38 AM","12/16/2025 10:30:38 AM",0,1,,1,1,,,,1,1,1,1,1,,,,,,,1,1,1,False,False,False,False,False,False,False,False,True,,False,False,False,6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,,,6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,,,6d35fd75-f890-ec11-b400-000d3a2917d8,"businessunit",,,6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,9dbb0a8c-1791-ec11-b400-000d3a2911da,"contact",,,,,45e9a5af-1691-ec11-b400-000d3a2917d8,"transactioncurrency",6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,,,,,,,100000.0000000000,100000.0000000000,dfba0a8c-1791-ec11-b400-000d3a2911da,"ABSS4G45",07e6fc46-5ea7-4521-927f-97e7061115c1,"Renton","5009 Orange Street
Renton, TX 20175
U.S.","U.S.",,,,"5009 Orange Street",,,,,"20175",,,"TX",,,,,,5b4c547b-06cd-44ee-9554-5fc1dfa42416,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin Poeckl","Martin Poeckl","2022-02-19T00:05:18.0000000+00:00",,,,"someone1@example.com",,,,,,,1.000000000000,,,1,,,,,,,"Martin Poeckl","Martin Poeckl","2022-06-02T08:01:04Z",,,,,"Fourth Coffee",9500,,,"Martin Poeckl",,"Martin Poeckl","orgf889ae0b",,,,,"Yvonne McKay (sample)","Yvonne McKay (sample)",,,,,,,,,,"555-0150",,,,,,"Euro",,,1998003,"http://www.fourthcoffee.com/",
e3ba0a8c-1791-ec11-b400-000d3a2911da,"12/16/2025 10:30:38 AM","12/16/2025 10:30:38 AM",0,1,,1,1,,,,1,1,1,1,1,,,,,,,1,1,1,False,False,False,False,False,False,False,False,True,,False,False,False,6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,,,6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,,,6d35fd75-f890-ec11-b400-000d3a2917d8,"businessunit",,,6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,a1bb0a8c-1791-ec11-b400-000d3a2911da,"contact",,,,,45e9a5af-1691-ec11-b400-000d3a2917d8,"transactioncurrency",6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,,,,,,,60000.0000000000,60000.0000000000,e3ba0a8c-1791-ec11-b400-000d3a2911da,"ABC28UU7",110a948f-bc35-45d7-8837-3814a73ebd4e,"Santa Cruz","4405 Balboa Court
Santa Cruz, TX 95486
U.S.","U.S.",,,,"4405 Balboa Court",,,,,"95486",,,"TX",,,,,,873ae8ed-f329-459b-8433-0012fd6b444a,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin Poeckl","Martin Poeckl","2022-02-19T00:05:19.0000000+00:00",,,,"someone3@example.com",,,,,,,1.000000000000,,,1,,,,,,,"Martin Poeckl","Martin Poeckl","2022-06-02T07:59:07Z",,,,,"Adventure Works",4300,,,"Martin Poeckl",,"Martin Poeckl","orgf889ae0b",,,,,"Nancy Anderson (sample)","Nancy Anderson (sample)",,,,,,,,,,"555-0152",,,,,,"Euro",,,1997977,"http://www.adventure-works.com/",
edba0a8c-1791-ec11-b400-000d3a2911da,"12/16/2025 10:30:38 AM","12/16/2025 10:30:38 AM",0,1,,1,1,,,,1,1,1,1,1,,,,,,,1,1,1,False,False,False,False,False,False,False,False,True,,False,False,False,6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,,,6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,,,6d35fd75-f890-ec11-b400-000d3a2917d8,"businessunit",,,6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,abbb0a8c-1791-ec11-b400-000d3a2911da,"contact",,,,,45e9a5af-1691-ec11-b400-000d3a2917d8,"transactioncurrency",6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,,,,,,,90000.0000000000,90000.0000000000,edba0a8c-1791-ec11-b400-000d3a2911da,"ABCO9M32",ad9517ea-7dc4-4eba-99f5-61e33b4a8773,"Missoula","2313 B Southampton Rd
Missoula, TX 58047
U.S.","U.S.",,,,"2313 B Southampton Rd",,,,,"58047",,,"TX",,,,,,40ba730b-8d46-4c42-9e51-77364c335cbf,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin Poeckl","Martin Poeckl","2022-02-19T00:05:19.0000000+00:00",,,,"someone8@example.com",,,,,,,1.000000000000,,,1,,,,,,,"Martin Poeckl","Martin Poeckl","2022-06-02T07:59:13Z",,,,,"Alpine Ski House",4800,,,"Martin Poeckl",,"Martin Poeckl","orgf889ae0b",,,,,"Paul Cannon (sample)","Paul Cannon (sample)",,,,,,,,,,"555-0157",,,,,,"Euro",,,1997981,"http://www.alpineskihouse.com/",
e7ba0a8c-1791-ec11-b400-000d3a2911da,"12/16/2025 10:30:38 AM","12/16/2025 10:30:38 AM",0,1,,1,1,,,,1,1,1,1,1,,,,,,,1,1,1,False,False,False,False,False,False,False,False,True,,False,False,False,6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,,,6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,,,6d35fd75-f890-ec11-b400-000d3a2917d8,"businessunit",,,6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,a5bb0a8c-1791-ec11-b400-000d3a2911da,"contact",,,,,45e9a5af-1691-ec11-b400-000d3a2917d8,"transactioncurrency",6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,,,,,,,10000.0000000000,10000.0000000000,e7ba0a8c-1791-ec11-b400-000d3a2911da,"ACSHN2S4",d18c00f5-c84d-4673-a110-5284f031621b,"Los Angeles","9068 Muir Road
Los Angeles, KA 20593
U.S.","U.S.",,,,"9068 Muir Road",,,,,"20593",,,"KA",,,,,,85790d25-88fb-4eb3-b58f-3cea419b851c,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin Poeckl","Martin Poeckl","2022-02-19T00:05:19.0000000+00:00",,,,"someone5@example.com",,,,,,,1.000000000000,,,1,,,,,,,"Martin Poeckl","Martin Poeckl","2022-06-02T07:59:17Z",,,,,"Blue Yonder Airlines",2900,,,"Martin Poeckl",,"Martin Poeckl","orgf889ae0b",,,,,"Sidney Higa (sample)","Sidney Higa (sample)",,,,,,,,,,"555-0154",,,,,,"Euro",,,1997985,"http://www.blueyonderairlines.com/",
e9ba0a8c-1791-ec11-b400-000d3a2911da,"12/16/2025 10:30:38 AM","12/16/2025 10:30:38 AM",0,1,,1,1,,,,1,1,1,1,1,,,,,,,1,1,1,False,False,False,False,False,False,False,False,True,,False,False,False,6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,,,6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,,,6d35fd75-f890-ec11-b400-000d3a2917d8,"businessunit",,,6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,a7bb0a8c-1791-ec11-b400-000d3a2911da,"contact",,,,,45e9a5af-1691-ec11-b400-000d3a2917d8,"transactioncurrency",6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,,,,,,,100000.0000000000,100000.0000000000,e9ba0a8c-1791-ec11-b400-000d3a2911da,,9db527bd-ce31-4854-9da8-9a73d0e14dcf,"Redmond","3397 Rancho View Drive
Redmond, WA 90000
U.S.","U.S.",,,,"3397 Rancho View Drive",,,,,"90000",,,"WA",,,,,,0662f34e-d4c4-4e0f-a143-2b0b03bfa03a,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin Poeckl","Martin Poeckl","2022-02-19T00:05:19.0000000+00:00",,,,"someone6@example.com",,,,,,,1.000000000000,,,1,,,,,,,"Martin Poeckl","Martin Poeckl","2022-06-02T07:59:22Z",,,,,"City Power & Light",2900,,,"Martin Poeckl",,"Martin Poeckl","orgf889ae0b",,,,,"Scott Konersmann (sample)","Scott Konersmann (sample)",,,,,,,,,,"555-0155",,,,,,"Euro",,,1997988,"http://www.cpfandl.com/",
ebba0a8c-1791-ec11-b400-000d3a2911da,"12/16/2025 10:30:38 AM","12/16/2025 10:30:38 AM",0,1,,1,1,,,,1,1,1,1,1,,,,,,,1,1,1,False,False,False,False,False,False,False,False,True,,False,False,False,6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,,,6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,,,6d35fd75-f890-ec11-b400-000d3a2917d8,"businessunit",,,6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,a9bb0a8c-1791-ec11-b400-000d3a2911da,"contact",,,,,45e9a5af-1691-ec11-b400-000d3a2917d8,"transactioncurrency",6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,,,,,,,60000.0000000000,60000.0000000000,ebba0a8c-1791-ec11-b400-000d3a2911da,,9408c8b0-dcce-456e-b4be-c9009e7b32f5,"Redmond","9906 Oak Grove Road
Redmond, WA 80803
U.S.","U.S.",,,,"9906 Oak Grove Road",,,,,"80803",,,"WA",,,,,,36467026-4ccd-4cda-b983-a4b6182f2102,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin Poeckl","Martin Poeckl","2022-02-19T00:05:19.0000000+00:00",,,,"someone7@example.com",,,,,,,1.000000000000,,,1,,,,,,,"Martin Poeckl","Martin Poeckl","2022-06-02T08:00:54Z",,,,,"Contoso Pharmaceuticals",1500,,,"Martin Poeckl",,"Martin Poeckl","orgf889ae0b",,,,,"Robert Lyon (sample)","Robert Lyon (sample)",,,,,,,,,,"555-0156",,,,,,"Euro",,,1997997,"http://www.contoso.com/",
e5ba0a8c-1791-ec11-b400-000d3a2911da,"12/16/2025 10:30:38 AM","12/16/2025 10:30:38 AM",0,1,,1,1,,,,1,1,1,1,1,,,,,,,1,1,1,False,False,False,False,False,False,False,False,True,,False,False,False,6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,,,6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,,,6d35fd75-f890-ec11-b400-000d3a2917d8,"businessunit",,,6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,a3bb0a8c-1791-ec11-b400-000d3a2911da,"contact",,,,,45e9a5af-1691-ec11-b400-000d3a2917d8,"transactioncurrency",6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,,,,,,,80000.0000000000,80000.0000000000,e5ba0a8c-1791-ec11-b400-000d3a2911da,"AFFSE9IK",c8c5d14f-f1cb-4f82-a562-ea1bd2ecc08d,"Lynnwood","7995 Edwards Ave.
Lynnwood, TN 58299
U.S.","U.S.",,,,"7995 Edwards Ave.",,,,,"58299",,,"TN",,,,,,058d08eb-decf-4bb6-b693-cd60684335d0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin Poeckl","Martin Poeckl","2022-02-19T00:05:19.0000000+00:00",,,,"someone4@example.com",,,,,,,1.000000000000,,,1,,,,,,,"Martin Poeckl","Martin Poeckl","2022-06-02T08:01:00Z",,,,,"Fabrikam, Inc.",2700,,,"Martin Poeckl",,"Martin Poeckl","orgf889ae0b",,,,,"Maria Campbell (sample)","Maria Campbell (sample)",,,,,,,,,,"555-0153",,,,,,"Euro",,,1998000,"http://www.fabrikam.com/",
e1ba0a8c-1791-ec11-b400-000d3a2911da,"12/16/2025 10:30:38 AM","12/16/2025 10:30:38 AM",0,1,,1,1,,,,1,1,1,1,1,,,,,,,1,1,1,False,False,False,False,False,False,False,False,True,,False,False,False,6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,,,6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,,,6d35fd75-f890-ec11-b400-000d3a2917d8,"businessunit",,,6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,9fbb0a8c-1791-ec11-b400-000d3a2911da,"contact",,,,,45e9a5af-1691-ec11-b400-000d3a2917d8,"transactioncurrency",6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,,,,,,,20000.0000000000,20000.0000000000,e1ba0a8c-1791-ec11-b400-000d3a2911da,"ACTBBDC3",abf77b2d-7258-4240-926a-b182a78c51f0,"Dallas","100 Red Oak Lane
Dallas, TX 20313
U.S.","U.S.",,,,"100 Red Oak Lane",,,,,"20313",,,"TX",,,,,,618adb2a-b211-48a6-afad-1d9603a17882,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin Poeckl","Martin Poeckl","2022-02-19T00:05:19.0000000+00:00",,,,"someone2@example.com",,,,,,,1.000000000000,,,1,,,,,,,"Martin Poeckl","Martin Poeckl","2022-06-02T08:01:09Z",,,,,"Litware, Inc.",6000,,,"Martin Poeckl",,"Martin Poeckl","orgf889ae0b",,,,,"Susanna Stubberod (sample)","Susanna Stubberod (sample)",,,,,,,,,,"555-0151",,,,,,"Euro",,,1998006,"http://www.litwareinc.com/",
efba0a8c-1791-ec11-b400-000d3a2911da,"12/16/2025 10:30:38 AM","12/16/2025 10:30:38 AM",0,1,,1,1,,,,1,1,1,1,1,,,,,,,1,1,1,False,False,False,False,False,False,False,False,True,,False,False,False,6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,,,6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,,,6d35fd75-f890-ec11-b400-000d3a2917d8,"businessunit",,,6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,adbb0a8c-1791-ec11-b400-000d3a2911da,"contact",,,,,45e9a5af-1691-ec11-b400-000d3a2917d8,"transactioncurrency",6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,,,,,,,10000.0000000000,10000.0000000000,efba0a8c-1791-ec11-b400-000d3a2911da,,cb837e59-f904-4ff2-a4cd-6b430cb6ab32,"Redmond","2137 Birchwood Dr
Redmond, WA 78214
U.S.","U.S.",,,,"2137 Birchwood Dr",,,,,"78214",,,"WA",,,,,,2b86094f-ffdf-4d5d-ae6e-fdd33093aca5,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin Poeckl","Martin Poeckl","2022-02-19T00:05:20.0000000+00:00",,,,"someone9@example.com",,,,,,,1.000000000000,,,1,,,,,,,"Martin Poeckl","Martin Poeckl","2022-06-02T07:58:57Z",,,,,"A. Datum Corporation",6200,,,"Martin Poeckl",,"Martin Poeckl","orgf889ae0b",,,,,"Rene Valdes (sample)","Rene Valdes (sample)",,,,,,,,,,"555-0158",,,,,,"Euro",,,1997973,"http://www.adatum.com/",
f1ba0a8c-1791-ec11-b400-000d3a2911da,"12/16/2025 10:30:38 AM","12/16/2025 10:30:38 AM",0,1,,1,1,,,,1,1,1,1,1,,,,,,,1,1,1,False,False,False,False,False,False,False,False,True,,False,False,False,6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,,,6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,,,6d35fd75-f890-ec11-b400-000d3a2917d8,"businessunit",,,6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,afbb0a8c-1791-ec11-b400-000d3a2911da,"contact",,,,,45e9a5af-1691-ec11-b400-000d3a2917d8,"transactioncurrency",6683f57b-f890-ec11-b400-000d3a2917d8,"systemuser",,,,,,,,,,,10000.0000000000,10000.0000000000,f1ba0a8c-1791-ec11-b400-000d3a2911da,"BABCO88H",a4731ee6-58b1-4b5a-87c0-9ac15b77b780,"Phoenix","137 Lancelot Dr
Phoenix, CA 10032
U.S.","U.S.",,,,"137 Lancelot Dr",,,,,"10032",,,"CA",,,,,,51d8fce4-2945-43c2-be4d-7713820ba87c,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin Poeckl","Martin Poeckl","2022-02-19T00:05:20.0000000+00:00",,,,"someone10@example.com",,,,,,,1.000000000000,,,1,,,,,,,"Martin Poeckl","Martin Poeckl","2022-06-02T07:59:26Z",,,,,"Coho Winery",3900,,,"Martin Poeckl",,"Martin Poeckl","orgf889ae0b",,,,,"Jim Glynn (sample)","Jim Glynn (sample)",,,,,,,,,,"555-0159",,,,,,"Euro",,,1997991,"http://www.cohowinery.com/",
